x y z value
9.765625e-02 9.375000e-02 5.069354e-07 -7.952802e-01
9.765625e-02 1.875000e-01 9.329336e-07 -1.199100e+00
9.765625e-02 2.812500e-01 1.988227e-06 -1.458651e+00
9.765625e-02 3.750000e-01 5.114352e-06 1.341508e+00
9.765625e-02 4.687500e-01 1.717035e-05 1.271423e+00
9.765625e-02 5.625000e-01 3.274964e-05 1.256112e+00
9.765625e-02 6.562500e-01 6.182424e-05 1.268055e+00
9.765625e-02 7.500000e-01 9.259141e-05 1.292603e+00
9.765625e-02 8.437500e-01 1.269269e-04 1.293295e+00
9.765625e-02 9.375000e-01 1.775733e-04 1.288282e+00
9.765625e-02 1.031250e+00 2.392973e-04 1.287782e+00
9.765625e-02 1.125000e+00 3.098715e-04 1.288490e+00
9.765625e-02 1.218750e+00 3.909756e-04 1.288427e+00
9.765625e-02 1.312500e+00 4.836763e-04 1.288480e+00
9.765625e-02 1.406250e+00 5.866556e-04 1.288389e+00
9.765625e-02 1.500000e+00 7.003230e-04 1.288471e+00
9.765625e-02 1.593750e+00 8.232259e-04 1.288399e+00
9.765625e-02 1.687500e+00 9.555344e-04 1.288464e+00
9.765625e-02 1.781250e+00 1.095255e-03 1.288405e+00
9.765625e-02 1.875000e+00 1.242287e-03 1.288458e+00
9.765625e-02 1.968750e+00 1.394234e-03 1.288411e+00
9.765625e-02 2.062500e+00 1.550730e-03 1.288453e+00
9.765625e-02 2.156250e+00 1.709093e-03 1.288415e+00
9.765625e-02 2.250000e+00 1.868702e-03 1.288449e+00
9.765625e-02 2.343750e+00 2.026743e-03 1.288420e+00
9.765625e-02 2.437500e+00 2.182361e-03 1.288444e+00
9.765625e-02 2.531250e+00 2.332781e-03 1.288424e+00
9.765625e-02 2.625000e+00 2.476941e-03 1.288441e+00
9.765625e-02 2.718750e+00 2.612288e-03 1.288428e+00
9.765625e-02 2.812500e+00 2.737590e-03 1.288437e+00
9.765625e-02 2.906250e+00 2.850695e-03 1.288431e+00
9.765625e-02 3.000000e+00 2.950245e-03 1.288433e+00
9.765625e-02 3.093750e+00 3.034659e-03 1.288435e+00
9.765625e-02 3.187500e+00 3.102502e-03 1.288429e+00
9.765625e-02 3.281250e+00 3.152914e-03 1.288439e+00
9.765625e-02 3.375000e+00 3.184431e-03 1.288426e+00
9.765625e-02 3.468750e+00 3.197036e-03 1.288442e+00
9.765625e-02 3.562500e+00 3.189287e-03 1.288422e+00
9.765625e-02 3.656250e+00 3.162090e-03 1.288446e+00
9.765625e-02 3.750000e+00 3.114079e-03 1.288418e+00
9.765625e-02 3.843750e+00 3.047118e-03 1.288451e+00
9.765625e-02 3.937500e+00 2.959964e-03 1.288413e+00
9.765625e-02 4.031250e+00 2.855425e-03 1.288456e+00
9.765625e-02 4.125000e+00 2.732429e-03 1.288408e+00
9.765625e-02 4.218750e+00 2.594660e-03 1.288461e+00
9.765625e-02 4.312500e+00 2.441257e-03 1.288402e+00
9.765625e-02 4.406250e+00 2.276663e-03 1.288467e+00
9.765625e-02 4.500000e+00 2.100268e-03 1.288395e+00
9.765625e-02 4.593750e+00 1.917116e-03 1.288472e+00
9.765625e-02 4.687500e+00 1.726710e-03 1.288387e+00
9.765625e-02 4.781250e+00 1.534519e-03 1.288530e+00
9.765625e-02 4.875000e+00 1.342066e-03 1.288381e+00
9.765625e-02 4.968750e+00 1.153724e-03 1.287910e+00
