x y z value
9.765625e-02 9.375000e-02 -4.842622e-08 -8.673867e-01
9.765625e-02 1.875000e-01 -1.871953e-07 -9.395116e-01
9.765625e-02 2.812500e-01 2.247012e-07 -9.806585e-01
9.765625e-02 3.750000e-01 5.606898e-08 -1.066606e+00
9.765625e-02 4.687500e-01 8.352971e-07 -1.149074e+00
9.765625e-02 5.625000e-01 6.752957e-07 -1.251615e+00
9.765625e-02 6.562500e-01 2.016946e-06 -1.343509e+00
9.765625e-02 7.500000e-01 1.924091e-06 -1.427653e+00
9.765625e-02 8.437500e-01 4.231923e-06 -1.493212e+00
9.765625e-02 9.375000e-01 4.597306e-06 -1.531558e+00
9.765625e-02 1.031250e+00 8.143364e-06 -1.557524e+00
9.765625e-02 1.125000e+00 1.033855e-05 -1.553448e+00
9.765625e-02 1.218750e+00 1.392924e-05 -1.549229e+00
9.765625e-02 1.312500e+00 1.967910e-05 -1.525760e+00
9.765625e-02 1.406250e+00 2.073505e-05 -1.509080e+00
9.765625e-02 1.500000e+00 2.795320e-05 -1.494344e+00
9.765625e-02 1.593750e+00 2.767441e-05 -1.485487e+00
9.765625e-02 1.687500e+00 3.053272e-05 -1.494038e+00
9.765625e-02 1.781250e+00 3.625818e-05 -1.501486e+00
9.765625e-02 1.875000e+00 3.763183e-05 -1.512279e+00
9.765625e-02 1.968750e+00 4.926271e-05 -1.517590e+00
9.765625e-02 2.062500e+00 5.836993e-05 -1.509301e+00
9.765625e-02 2.156250e+00 5.957594e-05 -1.503461e+00
9.765625e-02 2.250000e+00 6.454886e-05 -1.502470e+00
9.765625e-02 2.343750e+00 6.732814e-05 -1.503850e+00
9.765625e-02 2.437500e+00 7.208749e-05 -1.507837e+00
9.765625e-02 2.531250e+00 8.208612e-05 -1.508683e+00
9.765625e-02 2.625000e+00 8.765825e-05 -1.505874e+00
9.765625e-02 2.718750e+00 8.872609e-05 -1.505064e+00
9.765625e-02 2.812500e+00 9.277568e-05 -1.506240e+00
9.765625e-02 2.906250e+00 9.822494e-05 -1.506536e+00
9.765625e-02 3.000000e+00 1.022589e-04 -1.506256e+00
9.765625e-02 3.093750e+00 1.047216e-04 -1.506548e+00
9.765625e-02 3.187500e+00 1.050656e-04 -1.506329e+00
9.765625e-02 3.281250e+00 1.067806e-04 -1.505030e+00
9.765625e-02 3.375000e+00 1.127205e-04 -1.505633e+00
9.765625e-02 3.468750e+00 1.135513e-04 -1.508655e+00
9.765625e-02 3.562500e+00 1.049341e-04 -1.508403e+00
9.765625e-02 3.656250e+00 1.036683e-04 -1.504021e+00
9.765625e-02 3.750000e+00 1.077870e-04 -1.501906e+00
9.765625e-02 3.843750e+00 1.074805e-04 -1.502837e+00
9.765625e-02 3.937500e+00 1.110593e-04 -1.508937e+00
9.765625e-02 4.031250e+00 1.026914e-04 -1.518062e+00
9.765625e-02 4.125000e+00 8.207377e-05 -1.514559e+00
9.765625e-02 4.218750e+00 8.285921e-05 -1.502555e+00
9.765625e-02 4.312500e+00 7.783982e-05 -1.493023e+00
9.765625e-02 4.406250e+00 7.663858e-05 -1.483115e+00
9.765625e-02 4.500000e+00 8.470632e-05 -1.490394e+00
9.765625e-02 4.593750e+00 7.182635e-05 -1.506641e+00
9.765625e-02 4.687500e+00 7.036676e-05 -1.526346e+00
9.765625e-02 4.781250e+00 5.669650e-05 -1.552646e+00
9.765625e-02 4.875000e+00 4.322925e-05 -1.562328e+00
9.765625e-02 4.968750e+00 3.749398e-05 -1.567349e+00
9.765625e-02 5.062500e+00 2.280484e-05 -1.543272e+00
9.765625e-02 5.156250e+00 2.314315e-05 -1.498897e+00
9.765625e-02 5.250000e+00 1.266366e-05 -1.424191e+00
9.765625e-02 5.343750e+00 1.517086e-05 -1.323800e+00
9.765625e-02 5.437500e+00 7.502828e-06 -1.213818e+00
9.765625e-02 5.531250e+00 1.039495e-05 -1.097279e+00
9.765625e-02 5.625000e+00 3.105700e-06 -1.004608e+00
9.765625e-02 5.718750e+00 6.228455e-06 -9.223506e-01
9.765625e-02 5.812500e+00 -2.012905e-06 -8.815389e-01
9.765625e-02 5.906250e+00 6.776732e-07 -8.502023e-01
9.765625e-02 6.000000e+00 -9.707801e-06 -8.647948e-01
1.953125e-01 9.375000e-02 1.118278e-06 -1.323337e+00
1.953125e-01 1.875000e-01 1.738585e-06 -1.377312e+00
1.953125e-01 2.812500e-01 3.859852e-06 -1.416895e+00
1.953125e-01 3.750000e-01 3.221435e-06 -1.520401e+00
1.953125e-01 4.687500e-01 7.242081e-06 1.532998e+00
1.953125e-01 5.625000e-01 6.641404e-06 1.417912e+00
1.953125e-01 6.562500e-01 1.452383e-05 1.320279e+00
1.953125e-01 7.500000e-01 1.637963e-05 1.228450e+00
1.953125e-01 8.437500e-01 3.401438e-05 1.161091e+00
1.953125e-01 9.375000e-01 4.369381e-05 1.121203e+00
1.953125e-01 1.031250e+00 7.633993e-05 1.096336e+00
1.953125e-01 1.125000e+00 1.018922e-04 1.102017e+00
1.953125e-01 1.218750e+00 1.407464e-04 1.107533e+00
1.953125e-01 1.312500e+00 1.870611e-04 1.132944e+00
