x y z value
9.765625e-02 9.375000e-02 9.665246e-07 -1.417628e+00
9.765625e-02 1.875000e-01 1.786081e-06 -1.478162e+00
9.765625e-02 2.812500e-01 3.627616e-06 -1.513207e+00
9.765625e-02 3.750000e-01 5.184424e-06 -1.565272e+00
9.765625e-02 4.687500e-01 8.230110e-06 1.537936e+00
9.765625e-02 5.625000e-01 1.059578e-05 1.482057e+00
9.765625e-02 6.562500e-01 1.519773e-05 1.433346e+00
9.765625e-02 7.500000e-01 1.913596e-05 1.369878e+00
9.765625e-02 8.437500e-01 2.632178e-05 1.311145e+00
9.765625e-02 9.375000e-01 3.262048e-05 1.250613e+00
9.765625e-02 1.031250e+00 4.471266e-05 1.200964e+00
9.765625e-02 1.125000e+00 5.750877e-05 1.151837e+00
9.765625e-02 1.218750e+00 7.778327e-05 1.108277e+00
9.765625e-02 1.312500e+00 9.661517e-05 1.079860e+00
9.765625e-02 1.406250e+00 1.266286e-04 1.062680e+00
9.765625e-02 1.500000e+00 1.570998e-04 1.059428e+00
9.765625e-02 1.593750e+00 1.975879e-04 1.057699e+00
9.765625e-02 1.687500e+00 2.412318e-04 1.065122e+00
9.765625e-02 1.781250e+00 2.830027e-04 1.067059e+00
9.765625e-02 1.875000e+00 3.185672e-04 1.086299e+00
9.765625e-02 1.968750e+00 3.535256e-04 1.107190e+00
9.765625e-02 2.062500e+00 4.004492e-04 1.124373e+00
9.765625e-02 2.156250e+00 4.269162e-04 1.134189e+00
9.765625e-02 2.250000e+00 4.692209e-04 1.132479e+00
9.765625e-02 2.343750e+00 4.886613e-04 1.124200e+00
9.765625e-02 2.437500e+00 5.033663e-04 1.113412e+00
9.765625e-02 2.531250e+00 5.357850e-04 1.109406e+00
9.765625e-02 2.625000e+00 5.589170e-04 1.103667e+00
9.765625e-02 2.718750e+00 6.137433e-04 1.106096e+00
9.765625e-02 2.812500e+00 6.685744e-04 1.107026e+00
9.765625e-02 2.906250e+00 7.163389e-04 1.105018e+00
9.765625e-02 3.000000e+00 7.620202e-04 1.108231e+00
9.765625e-02 3.093750e+00 7.651952e-04 1.103707e+00
9.765625e-02 3.187500e+00 7.616907e-04 1.104217e+00
9.765625e-02 3.281250e+00 7.439871e-04 1.104072e+00
9.765625e-02 3.375000e+00 7.190536e-04 1.102100e+00
9.765625e-02 3.468750e+00 7.311875e-04 1.109149e+00
9.765625e-02 3.562500e+00 7.308416e-04 1.114689e+00
9.765625e-02 3.656250e+00 7.563011e-04 1.125594e+00
9.765625e-02 3.750000e+00 7.795147e-04 1.134931e+00
9.765625e-02 3.843750e+00 7.625327e-04 1.137033e+00
9.765625e-02 3.937500e+00 7.673805e-04 1.127377e+00
9.765625e-02 4.031250e+00 7.311392e-04 1.110026e+00
9.765625e-02 4.125000e+00 7.048773e-04 1.087074e+00
9.765625e-02 4.218750e+00 6.760878e-04 1.064925e+00
9.765625e-02 4.312500e+00 6.215214e-04 1.059210e+00
9.765625e-02 4.406250e+00 5.507839e-04 1.050513e+00
9.765625e-02 4.500000e+00 4.718039e-04 1.050105e+00
9.765625e-02 4.593750e+00 4.105979e-04 1.053560e+00
9.765625e-02 4.687500e+00 3.401052e-04 1.070551e+00
9.765625e-02 4.781250e+00 2.976340e-04 1.102070e+00
9.765625e-02 4.875000e+00 2.418389e-04 1.150727e+00
9.765625e-02 4.968750e+00 2.069539e-04 1.208066e+00
9.765625e-02 5.062500e+00 1.697039e-04 1.267093e+00
9.765625e-02 5.156250e+00 1.553505e-04 1.337024e+00
9.765625e-02 5.250000e+00 1.319861e-04 1.405569e+00
9.765625e-02 5.343750e+00 1.240074e-04 1.475499e+00
9.765625e-02 5.437500e+00 1.061902e-04 1.529593e+00
9.765625e-02 5.531250e+00 1.032675e-04 -1.557307e+00
9.765625e-02 5.625000e+00 8.645263e-05 -1.521158e+00
9.765625e-02 5.718750e+00 8.397638e-05 -1.480472e+00
9.765625e-02 5.812500e+00 6.557313e-05 -1.463676e+00
9.765625e-02 5.906250e+00 6.431963e-05 -1.424146e+00
9.765625e-02 6.000000e+00 5.350848e-05 -1.421607e+00
1.953125e-01 9.375000e-02 -5.796138e-07 -9.207918e-01
1.953125e-01 1.875000e-01 -1.938746e-06 -9.835022e-01
1.953125e-01 2.812500e-01 -2.757050e-06 -1.015011e+00
1.953125e-01 3.750000e-01 -4.509941e-06 -1.043447e+00
1.953125e-01 4.687500e-01 -5.697202e-06 -1.073872e+00
1.953125e-01 5.625000e-01 -8.423912e-06 -1.116991e+00
1.953125e-01 6.562500e-01 -1.012036e-05 -1.158891e+00
1.953125e-01 7.500000e-01 -1.394295e-05 -1.211316e+00
1.953125e-01 8.437500e-01 -1.661072e-05 -1.263546e+00
1.953125e-01 9.375000e-01 -2.298512e-05 -1.315228e+00
1.953125e-01 1.031250e+00 -2.821954e-05 -1.359964e+00
1.953125e-01 1.125000e+00 -3.780451e-05 -1.403257e+00
1.953125e-01 1.218750e+00 -4.682150e-05 -1.445788e+00
1.953125e-01 1.312500e+00 -6.368752e-05 -1.473188e+00
1.953125e-01 1.406250e+00 -7.977529e-05 -1.490748e+00
1.953125e-01 1.500000e+00 -1.015236e-04 -1.494002e+00
1.953125e-01 1.593750e+00 -1.241435e-04 -1.498380e+00
1.953125e-01 1.687500e+00 -1.490503e-04 -1.493941e+00
1.953125e-01 1.781250e+00 -1.773948e-04 -1.493253e+00
1.953125e-01 1.875000e+00 -2.042593e-04 -1.475290e+00
1.953125e-01 1.968750e+00 -2.327294e-04 -1.454799e+00
1.953125e-01 2.062500e+00 -2.488498e-04 -1.438233e+00
1.953125e-01 2.156250e+00 -2.774116e-04 -1.428565e+00
1.953125e-01 2.250000e+00 -2.903663e-04 -1.430531e+00
1.953125e-01 2.343750e+00 -3.114496e-04 -1.437475e+00
1.953125e-01 2.437500e+00 -3.343690e-04 -1.446718e+00
1.953125e-01 2.531250e+00 -3.465432e-04 -1.449648e+00
1.953125e-01 2.625000e+00 -3.774177e-04 -1.454119e+00
1.953125e-01 2.718750e+00 -3.964556e-04 -1.452774e+00
1.953125e-01 2.812500e+00 -4.239891e-04 -1.452917e+00
1.953125e-01 2.906250e+00 -4.532112e-04 -1.456260e+00
1.953125e-01 3.000000e+00 -4.647343e-04 -1.454445e+00
1.953125e-01 3.093750e+00 -4.846177e-04 -1.458363e+00
1.953125e-01 3.187500e+00 -4.835068e-04 -1.457293e+00
1.953125e-01 3.281250e+00 -4.808323e-04 -1.455850e+00
1.953125e-01 3.375000e+00 -4.859307e-04 -1.456187e+00
1.953125e-01 3.468750e+00 -4.735454e-04 -1.449314e+00
1.953125e-01 3.562500e+00 -4.852798e-04 -1.443871e+00
1.953125e-01 3.656250e+00 -4.844217e-04 -1.434716e+00
1.953125e-01 3.750000e+00 -4.810739e-04 -1.426940e+00
1.953125e-01 3.843750e+00 -4.933172e-04 -1.425488e+00
1.953125e-01 3.937500e+00 -4.765777e-04 -1.435745e+00
1.953125e-01 4.031250e+00 -4.744796e-04 -1.452690e+00
1.953125e-01 4.125000e+00 -4.543705e-04 -1.475408e+00
1.953125e-01 4.218750e+00 -4.238530e-04 -1.496747e+00
1.953125e-01 4.312500e+00 -3.866353e-04 -1.501662e+00
1.953125e-01 4.406250e+00 -3.477213e-04 -1.507559e+00
1.953125e-01 4.500000e+00 -3.073214e-04 -1.505397e+00
1.953125e-01 4.593750e+00 -2.600874e-04 -1.500262e+00
1.953125e-01 4.687500e+00 -2.250763e-04 -1.481568e+00
1.953125e-01 4.781250e+00 -1.815912e-04 -1.450087e+00
1.953125e-01 4.875000e+00 -1.578215e-04 -1.401762e+00
1.953125e-01 4.968750e+00 -1.306182e-04 -1.348660e+00
1.953125e-01 5.062500e+00 -1.175042e-04 -1.293498e+00
1.953125e-01 5.156250e+00 -9.775075e-05 -1.232425e+00
1.953125e-01 5.250000e+00 -9.355866e-05 -1.170202e+00
1.953125e-01 5.343750e+00 -8.140728e-05 -1.111477e+00
1.953125e-01 5.437500e+00 -8.169543e-05 -1.063095e+00
1.953125e-01 5.531250e+00 -6.968726e-05 -1.020109e+00
1.953125e-01 5.625000e+00 -7.203131e-05 -9.889494e-01
1.953125e-01 5.718750e+00 -5.831406e-05 -9.628062e-01
1.953125e-01 5.812500e+00 -6.423573e-05 -9.606483e-01
1.953125e-01 5.906250e+00 -5.222207e-05 -9.306199e-01
1.953125e-01 6.000000e+00 -4.462665e-05 -9.150025e-01
2.929688e-01 9.375000e-02 2.476944e-06 -1.300007e+00
2.929688e-01 1.875000e-01 5.337656e-06 -1.329890e+00
2.929688e-01 2.812500e-01 1.207603e-05 -1.328374e+00
2.929688e-01 3.750000e-01 1.366462e-05 -1.365802e+00
2.929688e-01 4.687500e-01 2.276504e-05 -1.404909e+00
2.929688e-01 5.625000e-01 2.678202e-05 -1.456876e+00
2.929688e-01 6.562500e-01 4.063590e-05 -1.503203e+00
2.929688e-01 7.500000e-01 4.786291e-05 -1.563440e+00
2.929688e-01 8.437500e-01 6.908342e-05 1.521688e+00
2.929688e-01 9.375000e-01 7.988733e-05 1.463494e+00
2.929688e-01 1.031250e+00 1.146252e-04 1.415268e+00
2.929688e-01 1.125000e+00 1.430834e-04 1.367546e+00
2.929688e-01 1.218750e+00 2.020599e-04 1.324145e+00
2.929688e-01 1.312500e+00 2.415819e-04 1.295751e+00
2.929688e-01 1.406250e+00 3.260971e-04 1.278143e+00
2.929688e-01 1.500000e+00 3.994851e-04 1.274858e+00
2.929688e-01 1.593750e+00 5.127069e-04 1.272349e+00
2.929688e-01 1.687500e+00 6.348510e-04 1.278923e+00
2.929688e-01 1.781250e+00 7.438682e-04 1.280386e+00
2.929688e-01 1.875000e+00 8.300103e-04 1.299364e+00
2.929688e-01 1.968750e+00 9.103184e-04 1.320217e+00
2.929688e-01 2.062500e+00 1.056318e-03 1.337351e+00
2.929688e-01 2.156250e+00 1.101689e-03 1.347283e+00
2.929688e-01 2.250000e+00 1.238406e-03 1.345497e+00
2.929688e-01 2.343750e+00 1.269179e-03 1.337582e+00
2.929688e-01 2.437500e+00 1.280483e-03 1.327171e+00
2.929688e-01 2.531250e+00 1.377575e-03 1.323414e+00
2.929688e-01 2.625000e+00 1.404491e-03 1.318001e+00
2.929688e-01 2.718750e+00 1.578615e-03 1.320139e+00
2.929688e-01 2.812500e+00 1.737485e-03 1.320763e+00
2.929688e-01 2.906250e+00 1.869165e-03 1.318379e+00
2.929688e-01 3.000000e+00 2.025491e-03 1.321212e+00
2.929688e-01 3.093750e+00 1.999855e-03 1.316825e+00
2.929688e-01 3.187500e+00 1.986428e-03 1.317503e+00
2.929688e-01 3.281250e+00 1.918502e-03 1.317790e+00
2.929688e-01 3.375000e+00 1.809227e-03 1.316271e+00
2.929688e-01 3.468750e+00 1.877072e-03 1.323304e+00
2.929688e-01 3.562500e+00 1.853215e-03 1.328850e+00
2.929688e-01 3.656250e+00 1.955489e-03 1.339330e+00
2.929688e-01 3.750000e+00 2.053879e-03 1.348273e+00
2.929688e-01 3.843750e+00 1.969223e-03 1.350228e+00
2.929688e-01 3.937500e+00 2.024448e-03 1.340319e+00
2.929688e-01 4.031250e+00 1.892691e-03 1.322993e+00
2.929688e-01 4.125000e+00 1.833679e-03 1.299979e+00
2.929688e-01 4.218750e+00 1.781195e-03 1.277914e+00
2.929688e-01 4.312500e+00 1.638242e-03 1.272448e+00
2.929688e-01 4.406250e+00 1.435102e-03 1.264502e+00
2.929688e-01 4.500000e+00 1.204029e-03 1.264827e+00
2.929688e-01 4.593750e+00 1.057581e-03 1.268822e+00
2.929688e-01 4.687500e+00 8.505258e-04 1.286483e+00
2.929688e-01 4.781250e+00 7.693777e-04 1.318206e+00
2.929688e-01 4.875000e+00 6.026403e-04 1.367078e+00
2.929688e-01 4.968750e+00 5.265139e-04 1.423437e+00
2.929688e-01 5.062500e+00 4.140058e-04 1.481642e+00
2.929688e-01 5.156250e+00 4.041585e-04 1.548985e+00
2.929688e-01 5.250000e+00 3.288686e-04 -1.525821e+00
2.929688e-01 5.343750e+00 3.303305e-04 -1.459437e+00
2.929688e-01 5.437500e+00 2.660449e-04 -1.407285e+00
2.929688e-01 5.531250e+00 2.855593e-04 -1.356031e+00
2.929688e-01 5.625000e+00 2.192536e-04 -1.322084e+00
2.929688e-01 5.718750e+00 2.465879e-04 -1.281169e+00
2.929688e-01 5.812500e+00 2.026630e-04 -1.278336e+00
2.929688e-01 5.906250e+00 2.100303e-04 -1.278362e+00
2.929688e-01 6.000000e+00 1.128258e-04 -1.300306e+00
3.906250e-01 9.375000e-02 -8.722233e-07 -9.671025e-01
3.906250e-01 1.875000e-01 -4.458967e-06 -9.985793e-01
3.906250e-01 2.812500e-01 -6.933562e-06 -1.021454e+00
3.906250e-01 3.750000e-01 -1.572986e-05 -1.076568e+00
3.906250e-01 4.687500e-01 -1.603842e-05 -1.117625e+00
3.906250e-01 5.625000e-01 -2.492221e-05 -1.160856e+00
3.906250e-01 6.562500e-01 -2.725454e-05 -1.202906e+00
3.906250e-01 7.500000e-01 -4.134386e-05 -1.257801e+00
3.906250e-01 8.437500e-01 -4.554083e-05 -1.310676e+00
3.906250e-01 9.375000e-01 -7.046729e-05 -1.364547e+00
3.906250e-01 1.031250e+00 -8.116880e-05 -1.410010e+00
3.906250e-01 1.125000e+00 -1.145405e-04 -1.454764e+00
3.906250e-01 1.218750e+00 -1.325340e-04 -1.497327e+00
3.906250e-01 1.312500e+00 -1.928042e-04 -1.524980e+00
3.906250e-01 1.406250e+00 -2.311646e-04 -1.542470e+00
3.906250e-01 1.500000e+00 -3.004731e-04 -1.545669e+00
3.906250e-01 1.593750e+00 -3.552096e-04 -1.549327e+00
3.906250e-01 1.687500e+00 -4.155747e-04 -1.544083e+00
3.906250e-01 1.781250e+00 -4.960986e-04 -1.543134e+00
3.906250e-01 1.875000e+00 -5.800792e-04 -1.524800e+00
3.906250e-01 1.968750e+00 -6.737478e-04 -1.504203e+00
3.906250e-01 2.062500e+00 -6.888789e-04 -1.487456e+00
3.906250e-01 2.156250e+00 -7.982595e-04 -1.477714e+00
3.906250e-01 2.250000e+00 -8.019220e-04 -1.479629e+00
3.906250e-01 2.343750e+00 -8.864957e-04 -1.486946e+00
3.906250e-01 2.437500e+00 -9.857804e-04 -1.496616e+00
3.906250e-01 2.531250e+00 -1.005057e-03 -1.499842e+00
3.906250e-01 2.625000e+00 -1.134270e-03 -1.504660e+00
3.906250e-01 2.718750e+00 -1.149238e-03 -1.503001e+00
3.906250e-01 2.812500e+00 -1.207021e-03 -1.502861e+00
3.906250e-01 2.906250e+00 -1.280696e-03 -1.505845e+00
3.906250e-01 3.000000e+00 -1.266839e-03 -1.503644e+00
3.906250e-01 3.093750e+00 -1.365609e-03 -1.507749e+00
3.906250e-01 3.187500e+00 -1.368129e-03 -1.506817e+00
3.906250e-01 3.281250e+00 -1.387925e-03 -1.505809e+00
3.906250e-01 3.375000e+00 -1.457765e-03 -1.506596e+00
3.906250e-01 3.468750e+00 -1.377227e-03 -1.499659e+00
3.906250e-01 3.562500e+00 -1.438353e-03 -1.494199e+00
3.906250e-01 3.656250e+00 -1.390295e-03 -1.484552e+00
3.906250e-01 3.750000e+00 -1.332655e-03 -1.476348e+00
3.906250e-01 3.843750e+00 -1.417502e-03 -1.474710e+00
3.906250e-01 3.937500e+00 -1.317925e-03 -1.484811e+00
3.906250e-01 4.031250e+00 -1.359805e-03 -1.501879e+00
3.906250e-01 4.125000e+00 -1.292809e-03 -1.524661e+00
3.906250e-01 4.218750e+00 -1.179431e-03 -1.546255e+00
3.906250e-01 4.312500e+00 -1.075153e-03 -1.551345e+00
3.906250e-01 4.406250e+00 -9.880705e-04 -1.558001e+00
3.906250e-01 4.500000e+00 -9.050244e-04 -1.556545e+00
3.906250e-01 4.593750e+00 -7.540930e-04 -1.551823e+00
3.906250e-01 4.687500e+00 -6.825198e-04 -1.533618e+00
3.906250e-01 4.781250e+00 -5.208583e-04 -1.502127e+00
3.906250e-01 4.875000e+00 -4.784294e-04 -1.453804e+00
3.906250e-01 4.968750e+00 -3.821284e-04 -1.399717e+00
3.906250e-01 5.062500e+00 -3.630168e-04 -1.343729e+00
3.906250e-01 5.156250e+00 -2.727784e-04 -1.280779e+00
3.906250e-01 5.250000e+00 -2.790159e-04 -1.217251e+00
3.906250e-01 5.343750e+00 -2.180492e-04 -1.156299e+00
3.906250e-01 5.437500e+00 -2.440413e-04 -1.107261e+00
3.906250e-01 5.531250e+00 -1.783786e-04 -1.061881e+00
3.906250e-01 5.625000e+00 -2.292203e-04 -1.034137e+00
3.906250e-01 5.718750e+00 -1.850686e-04 -9.913987e-01
3.906250e-01 5.812500e+00 -1.824515e-04 -9.650539e-01
3.906250e-01 5.906250e+00 -8.654824e-05 -9.487950e-01
3.906250e-01 6.000000e+00 -1.061745e-04 -9.612066e-01
4.882812e-01 9.375000e-02 3.492092e-06 -1.128740e+00
4.882812e-01 1.875000e-01 4.772263e-06 -1.163092e+00
4.882812e-01 2.812500e-01 1.676811e-05 -1.181053e+00
4.882812e-01 3.750000e-01 2.083808e-05 -1.218812e+00
4.882812e-01 4.687500e-01 4.155501e-05 -1.241108e+00
4.882812e-01 5.625000e-01 3.473575e-05 -1.285779e+00
4.882812e-01 6.562500e-01 5.582780e-05 -1.333857e+00
4.882812e-01 7.500000e-01 5.659160e-05 -1.393463e+00
4.882812e-01 8.437500e-01 9.168199e-05 -1.449116e+00
