x y z value
9.765625e-02 9.375000e-02 -1.074169e-07 -9.235715e-01
9.765625e-02 1.875000e-01 -5.666464e-07 -1.503272e+00
9.765625e-02 2.812500e-01 -2.885750e-06 1.290952e+00
9.765625e-02 3.750000e-01 -8.919911e-06 1.262662e+00
9.765625e-02 4.687500e-01 -2.044711e-05 1.278561e+00
9.765625e-02 5.625000e-01 -3.811077e-05 1.279699e+00
9.765625e-02 6.562500e-01 -6.333961e-05 1.279563e+00
9.765625e-02 7.500000e-01 -9.739704e-05 1.279289e+00
9.765625e-02 8.437500e-01 -1.413035e-04 1.279500e+00
9.765625e-02 9.375000e-01 -1.957691e-04 1.279323e+00
9.765625e-02 1.031250e+00 -2.615427e-04 1.279479e+00
9.765625e-02 1.125000e+00 -3.389234e-04 1.279341e+00
9.765625e-02 1.218750e+00 -4.282951e-04 1.279464e+00
9.765625e-02 1.312500e+00 -5.294863e-04 1.279354e+00
9.765625e-02 1.406250e+00 -6.424881e-04 1.279453e+00
9.765625e-02 1.500000e+00 -7.666448e-04 1.279363e+00
9.765625e-02 1.593750e+00 -9.015463e-04 1.279444e+00
9.765625e-02 1.687500e+00 -1.046068e-03 1.279371e+00
9.765625e-02 1.781250e+00 -1.199413e-03 1.279437e+00
9.765625e-02 1.875000e+00 -1.360033e-03 1.279378e+00
9.765625e-02 1.968750e+00 -1.526780e-03 1.279431e+00
9.765625e-02 2.062500e+00 -1.697758e-03 1.279383e+00
9.765625e-02 2.156250e+00 -1.871522e-03 1.279426e+00
9.765625e-02 2.250000e+00 -2.045928e-03 1.279388e+00
9.765625e-02 2.343750e+00 -2.219309e-03 1.279421e+00
9.765625e-02 2.437500e+00 -2.389389e-03 1.279393e+00
9.765625e-02 2.531250e+00 -2.554367e-03 1.279416e+00
9.765625e-02 2.625000e+00 -2.711972e-03 1.279397e+00
9.765625e-02 2.718750e+00 -2.860365e-03 1.279412e+00
9.765625e-02 2.812500e+00 -2.997415e-03 1.279402e+00
9.765625e-02 2.906250e+00 -3.121349e-03 1.279408e+00
9.765625e-02 3.000000e+00 -3.230318e-03 1.279406e+00
9.765625e-02 3.093750e+00 -3.322713e-03 1.279404e+00
9.765625e-02 3.187500e+00 -3.397098e-03 1.279410e+00
9.765625e-02 3.281250e+00 -3.452123e-03 1.279400e+00
9.765625e-02 3.375000e+00 -3.486878e-03 1.279414e+00
9.765625e-02 3.468750e+00 -3.500359e-03 1.279395e+00
9.765625e-02 3.562500e+00 -3.492269e-03 1.279418e+00
9.765625e-02 3.656250e+00 -3.462021e-03 1.279391e+00
9.765625e-02 3.750000e+00 -3.409995e-03 1.279423e+00
9.765625e-02 3.843750e+00 -3.336065e-03 1.279386e+00
9.765625e-02 3.937500e+00 -3.241315e-03 1.279428e+00
9.765625e-02 4.031250e+00 -3.126112e-03 1.279381e+00
9.765625e-02 4.125000e+00 -2.992235e-03 1.279434e+00
9.765625e-02 4.218750e+00 -2.840543e-03 1.279374e+00
9.765625e-02 4.312500e+00 -2.673464e-03 1.279440e+00
9.765625e-02 4.406250e+00 -2.492326e-03 1.279367e+00
9.765625e-02 4.500000e+00 -2.300123e-03 1.279448e+00
9.765625e-02 4.593750e+00 -2.098604e-03 1.279359e+00
9.765625e-02 4.687500e+00 -1.891213e-03 1.279458e+00
9.765625e-02 4.781250e+00 -1.680046e-03 1.279348e+00
9.765625e-02 4.875000e+00 -1.468852e-03 1.279471e+00
9.765625e-02 4.968750e+00 -1.259983e-03 1.279333e+00
9.765625e-02 5.062500e+00 -1.057321e-03 1.279488e+00
9.765625e-02 5.156250e+00 -8.633648e-04 1.279311e+00
9.765625e-02 5.250000e+00 -6.819221e-04 1.279507e+00
9.765625e-02 5.343750e+00 -5.156325e-04 1.279304e+00
9.765625e-02 5.437500e+00 -3.685243e-04 1.280007e+00
9.765625e-02 5.531250e+00 -2.412845e-04 1.278290e+00
9.765625e-02 5.625000e+00 -1.338309e-04 1.263422e+00
9.765625e-02 5.718750e+00 -5.804902e-05 1.284627e+00
9.765625e-02 5.812500e+00 -1.778567e-05 -1.504700e+00
9.765625e-02 5.906250e+00 -6.813330e-06 -8.394467e-01
9.765625e-02 6.000000e+00 -2.150557e-06 -1.987523e-01
1.953125e-01 9.375000e-02 -1.405399e-07 -1.184795e+00
1.953125e-01 1.875000e-01 1.287648e-06 1.379085e+00
1.953125e-01 2.812500e-01 7.174171e-06 1.039868e+00
1.953125e-01 3.750000e-01 4.034174e-05 1.013778e+00
1.953125e-01 4.687500e-01 8.341637e-05 1.029469e+00
1.953125e-01 5.625000e-01 1.514196e-04 1.030531e+00
1.953125e-01 6.562500e-01 2.518511e-04 1.030397e+00
1.953125e-01 7.500000e-01 3.889695e-04 1.030125e+00
1.953125e-01 8.437500e-01 5.626007e-04 1.030335e+00
1.953125e-01 9.375000e-01 7.814266e-04 1.030159e+00
1.953125e-01 1.031250e+00 1.041639e-03 1.030314e+00
1.953125e-01 1.125000e+00 1.352499e-03 1.030176e+00
1.953125e-01 1.218750e+00 1.706121e-03 1.030299e+00
1.953125e-01 1.312500e+00 2.112570e-03 1.030189e+00
1.953125e-01 1.406250e+00 2.559768e-03 1.030288e+00
1.953125e-01 1.500000e+00 3.058370e-03 1.030199e+00
1.953125e-01 1.593750e+00 3.592343e-03 1.030280e+00
1.953125e-01 1.687500e+00 4.172601e-03 1.030207e+00
1.953125e-01 1.781250e+00 4.779726e-03 1.030273e+00
1.953125e-01 1.875000e+00 5.424445e-03 1.030213e+00
1.953125e-01 1.968750e+00 6.084837e-03 1.030266e+00
1.953125e-01 2.062500e+00 6.770895e-03 1.030219e+00
1.953125e-01 2.156250e+00 7.459351e-03 1.030261e+00
