x y z value
9.765625e-02 9.375000e-02 9.481450e-07 -1.458452e+00
9.765625e-02 1.875000e-01 1.705283e-06 -1.501633e+00
9.765625e-02 2.812500e-01 3.504637e-06 -1.549813e+00
9.765625e-02 3.750000e-01 4.906510e-06 1.555391e+00
9.765625e-02 4.687500e-01 7.922754e-06 1.512812e+00
9.765625e-02 5.625000e-01 1.021762e-05 1.465825e+00
9.765625e-02 6.562500e-01 1.449944e-05 1.410950e+00
9.765625e-02 7.500000e-01 1.764165e-05 1.360879e+00
9.765625e-02 8.437500e-01 2.442593e-05 1.307469e+00
9.765625e-02 9.375000e-01 3.084398e-05 1.250646e+00
9.765625e-02 1.031250e+00 4.141872e-05 1.189678e+00
9.765625e-02 1.125000e+00 5.141986e-05 1.142213e+00
9.765625e-02 1.218750e+00 6.827343e-05 1.099700e+00
9.765625e-02 1.312500e+00 8.513363e-05 1.075307e+00
9.765625e-02 1.406250e+00 1.120133e-04 1.054019e+00
9.765625e-02 1.500000e+00 1.437190e-04 1.039670e+00
9.765625e-02 1.593750e+00 1.767778e-04 1.022702e+00
9.765625e-02 1.687500e+00 2.093152e-04 1.030227e+00
9.765625e-02 1.781250e+00 2.466459e-04 1.040960e+00
9.765625e-02 1.875000e+00 2.884535e-04 1.060989e+00
9.765625e-02 1.968750e+00 3.259204e-04 1.079424e+00
9.765625e-02 2.062500e+00 3.774455e-04 1.090104e+00
9.765625e-02 2.156250e+00 4.008282e-04 1.095454e+00
9.765625e-02 2.250000e+00 4.293246e-04 1.098680e+00
9.765625e-02 2.343750e+00 4.450734e-04 1.101934e+00
9.765625e-02 2.437500e+00 4.545021e-04 1.102303e+00
9.765625e-02 2.531250e+00 4.856339e-04 1.105925e+00
9.765625e-02 2.625000e+00 5.115810e-04 1.098304e+00
9.765625e-02 2.718750e+00 5.598562e-04 1.091176e+00
9.765625e-02 2.812500e+00 6.077149e-04 1.080305e+00
9.765625e-02 2.906250e+00 6.477413e-04 1.067930e+00
9.765625e-02 3.000000e+00 6.839316e-04 1.067332e+00
9.765625e-02 3.093750e+00 6.900619e-04 1.065733e+00
9.765625e-02 3.187500e+00 6.899298e-04 1.076173e+00
9.765625e-02 3.281250e+00 6.761378e-04 1.087793e+00
9.765625e-02 3.375000e+00 6.573436e-04 1.096105e+00
9.765625e-02 3.468750e+00 6.636189e-04 1.106493e+00
9.765625e-02 3.562500e+00 6.611447e-04 1.105499e+00
9.765625e-02 3.656250e+00 6.904866e-04 1.105774e+00
9.765625e-02 3.750000e+00 7.135578e-04 1.102985e+00
9.765625e-02 3.843750e+00 7.153766e-04 1.098210e+00
9.765625e-02 3.937500e+00 7.243386e-04 1.091445e+00
9.765625e-02 4.031250e+00 6.757888e-04 1.079714e+00
9.765625e-02 4.125000e+00 6.401736e-04 1.059596e+00
9.765625e-02 4.218750e+00 5.910367e-04 1.037974e+00
9.765625e-02 4.312500e+00 5.371070e-04 1.024272e+00
9.765625e-02 4.406250e+00 4.898639e-04 1.014234e+00
9.765625e-02 4.500000e+00 4.299613e-04 1.028581e+00
9.765625e-02 4.593750e+00 3.635202e-04 1.044558e+00
9.765625e-02 4.687500e+00 2.983976e-04 1.067601e+00
9.765625e-02 4.781250e+00 2.599132e-04 1.096582e+00
9.765625e-02 4.875000e+00 2.150320e-04 1.143978e+00
