x y z value
9.765625e-02 9.375000e-02 1.646990e-07 -8.819050e-01
9.765625e-02 1.875000e-01 6.383325e-07 -8.940899e-01
9.765625e-02 2.812500e-01 1.255543e-06 -9.583803e-01
9.765625e-02 3.750000e-01 2.415690e-06 -9.839372e-01
9.765625e-02 4.687500e-01 3.554485e-06 -1.055558e+00
9.765625e-02 5.625000e-01 5.598339e-06 -1.103838e+00
9.765625e-02 6.562500e-01 7.658803e-06 -1.181533e+00
9.765625e-02 7.500000e-01 1.128488e-05 -1.239890e+00
9.765625e-02 8.437500e-01 1.505930e-05 -1.312690e+00
9.765625e-02 9.375000e-01 2.171452e-05 -1.364647e+00
9.765625e-02 1.031250e+00 2.844894e-05 -1.417544e+00
9.765625e-02 1.125000e+00 4.021822e-05 -1.450142e+00
9.765625e-02 1.218750e+00 5.120760e-05 -1.475009e+00
9.765625e-02 1.312500e+00 6.962055e-05 -1.485613e+00
9.765625e-02 1.406250e+00 8.552467e-05 -1.484752e+00
9.765625e-02 1.500000e+00 1.091881e-04 -1.479320e+00
9.765625e-02 1.593750e+00 1.292346e-04 -1.462560e+00
9.765625e-02 1.687500e+00 1.520574e-04 -1.449821e+00
9.765625e-02 1.781250e+00 1.751718e-04 -1.431229e+00
9.765625e-02 1.875000e+00 1.918215e-04 -1.422836e+00
9.765625e-02 1.968750e+00 2.131330e-04 -1.416839e+00
9.765625e-02 2.062500e+00 2.245449e-04 -1.415664e+00
9.765625e-02 2.156250e+00 2.495321e-04 -1.424748e+00
9.765625e-02 2.250000e+00 2.731356e-04 -1.435096e+00
9.765625e-02 2.343750e+00 2.919906e-04 -1.448127e+00
9.765625e-02 2.437500e+00 3.245812e-04 -1.448509e+00
9.765625e-02 2.531250e+00 3.498620e-04 -1.442437e+00
9.765625e-02 2.625000e+00 3.810161e-04 -1.436506e+00
9.765625e-02 2.718750e+00 4.077350e-04 -1.429063e+00
9.765625e-02 2.812500e+00 4.144535e-04 -1.433625e+00
9.765625e-02 2.906250e+00 4.162450e-04 -1.438305e+00
9.765625e-02 3.000000e+00 4.221005e-04 -1.435397e+00
9.765625e-02 3.093750e+00 4.412640e-04 -1.436982e+00
9.765625e-02 3.187500e+00 4.685408e-04 -1.432983e+00
9.765625e-02 3.281250e+00 4.922920e-04 -1.428184e+00
9.765625e-02 3.375000e+00 4.923336e-04 -1.435864e+00
9.765625e-02 3.468750e+00 4.813697e-04 -1.443454e+00
9.765625e-02 3.562500e+00 4.747104e-04 -1.449709e+00
9.765625e-02 3.656250e+00 4.552723e-04 -1.449988e+00
9.765625e-02 3.750000e+00 4.504452e-04 -1.436808e+00
9.765625e-02 3.843750e+00 4.430007e-04 -1.424411e+00
9.765625e-02 3.937500e+00 4.278093e-04 -1.413657e+00
9.765625e-02 4.031250e+00 4.362657e-04 -1.413082e+00
9.765625e-02 4.125000e+00 4.253420e-04 -1.419242e+00
9.765625e-02 4.218750e+00 4.179161e-04 -1.428944e+00
9.765625e-02 4.312500e+00 3.932673e-04 -1.449035e+00
9.765625e-02 4.406250e+00 3.607231e-04 -1.465342e+00
9.765625e-02 4.500000e+00 3.285793e-04 -1.484203e+00
9.765625e-02 4.593750e+00 2.801056e-04 -1.493230e+00
9.765625e-02 4.687500e+00 2.449286e-04 -1.495038e+00
9.765625e-02 4.781250e+00 1.983460e-04 -1.485123e+00
9.765625e-02 4.875000e+00 1.680715e-04 -1.457628e+00
9.765625e-02 4.968750e+00 1.332607e-04 -1.419845e+00
9.765625e-02 5.062500e+00 1.118579e-04 -1.358736e+00
9.765625e-02 5.156250e+00 8.962000e-05 -1.295226e+00
9.765625e-02 5.250000e+00 7.675773e-05 -1.211135e+00
9.765625e-02 5.343750e+00 6.303628e-05 -1.140016e+00
9.765625e-02 5.437500e+00 5.578947e-05 -1.055692e+00
9.765625e-02 5.531250e+00 4.586189e-05 -1.000073e+00
9.765625e-02 5.625000e+00 4.125583e-05 -9.325183e-01
9.765625e-02 5.718750e+00 3.175527e-05 -9.061842e-01
9.765625e-02 5.812500e+00 2.797200e-05 -8.591712e-01
9.765625e-02 5.906250e+00 1.657506e-05 -8.732217e-01
9.765625e-02 6.000000e+00 1.334626e-05 -8.243469e-01
1.953125e-01 9.375000e-02 3.759511e-07 -1.457728e+00
1.953125e-01 1.875000e-01 1.088069e-06 -1.431645e+00
1.953125e-01 2.812500e-01 1.104909e-06 -1.481648e+00
1.953125e-01 3.750000e-01 1.219090e-06 -1.507073e+00
1.953125e-01 4.687500e-01 9.725146e-07 1.558416e+00
1.953125e-01 5.625000e-01 1.201146e-06 1.510535e+00
1.953125e-01 6.562500e-01 3.946371e-07 1.426323e+00
1.953125e-01 7.500000e-01 1.014798e-06 1.365017e+00
1.953125e-01 8.437500e-01 -2.411830e-07 1.284429e+00
1.953125e-01 9.375000e-01 2.127182e-06 1.228512e+00
1.953125e-01 1.031250e+00 7.040839e-07 1.169689e+00
1.953125e-01 1.125000e+00 7.246261e-06 1.134894e+00
1.953125e-01 1.218750e+00 5.789834e-06 1.107532e+00
1.953125e-01 1.312500e+00 1.837311e-05 1.096851e+00
1.953125e-01 1.406250e+00 1.728146e-05 1.097958e+00
1.953125e-01 1.500000e+00 3.323984e-05 1.104372e+00
1.953125e-01 1.593750e+00 3.419976e-05 1.122721e+00
1.953125e-01 1.687500e+00 4.272306e-05 1.136427e+00
1.953125e-01 1.781250e+00 5.028118e-05 1.156559e+00
1.953125e-01 1.875000e+00 4.356218e-05 1.165331e+00
1.953125e-01 1.968750e+00 5.300041e-05 1.171715e+00
1.953125e-01 2.062500e+00 3.532825e-05 1.172320e+00
1.953125e-01 2.156250e+00 4.975879e-05 1.162200e+00
1.953125e-01 2.250000e+00 5.544492e-05 1.151616e+00
1.953125e-01 2.343750e+00 5.295030e-05 1.137955e+00
1.953125e-01 2.437500e+00 8.113473e-05 1.137292e+00
1.953125e-01 2.531250e+00 7.702052e-05 1.143501e+00
1.953125e-01 2.625000e+00 9.281630e-05 1.150531e+00
1.953125e-01 2.718750e+00 1.134627e-04 1.159040e+00
1.953125e-01 2.812500e+00 9.762514e-05 1.153713e+00
1.953125e-01 2.906250e+00 8.183351e-05 1.148255e+00
1.953125e-01 3.000000e+00 7.330909e-05 1.150817e+00
1.953125e-01 3.093750e+00 8.187468e-05 1.148836e+00
1.953125e-01 3.187500e+00 1.070603e-04 1.153946e+00
1.953125e-01 3.281250e+00 1.350126e-04 1.159753e+00
1.953125e-01 3.375000e+00 1.217017e-04 1.151611e+00
1.953125e-01 3.468750e+00 1.096398e-04 1.143501e+00
1.953125e-01 3.562500e+00 1.184713e-04 1.136459e+00
1.953125e-01 3.656250e+00 8.643305e-05 1.135743e+00
1.953125e-01 3.750000e+00 9.302316e-05 1.149172e+00
1.953125e-01 3.843750e+00 8.874783e-05 1.161810e+00
1.953125e-01 3.937500e+00 6.418338e-05 1.173795e+00
1.953125e-01 4.031250e+00 1.021593e-04 1.175027e+00
1.953125e-01 4.125000e+00 9.355879e-05 1.169256e+00
1.953125e-01 4.218750e+00 1.165753e-04 1.159697e+00
1.953125e-01 4.312500e+00 1.093101e-04 1.138461e+00
1.953125e-01 4.406250e+00 9.832870e-05 1.121379e+00
1.953125e-01 4.500000e+00 1.019106e-04 1.100624e+00
1.953125e-01 4.593750e+00 6.429846e-05 1.090287e+00
1.953125e-01 4.687500e+00 6.752118e-05 1.087208e+00
1.953125e-01 4.781250e+00 2.978321e-05 1.096308e+00
1.953125e-01 4.875000e+00 3.128580e-05 1.124932e+00
1.953125e-01 4.968750e+00 6.834375e-06 1.164103e+00
1.953125e-01 5.062500e+00 9.295316e-06 1.230324e+00
1.953125e-01 5.156250e+00 -1.685766e-06 1.298104e+00
1.953125e-01 5.250000e+00 4.135727e-06 1.390205e+00
1.953125e-01 5.343750e+00 9.347676e-07 1.465479e+00
1.953125e-01 5.437500e+00 9.470631e-06 1.556537e+00
1.953125e-01 5.531250e+00 8.455306e-06 -1.529220e+00
1.953125e-01 5.625000e+00 1.788073e-05 -1.457734e+00
1.953125e-01 5.718750e+00 1.595631e-05 -1.434783e+00
1.953125e-01 5.812500e+00 2.747430e-05 -1.381590e+00
1.953125e-01 5.906250e+00 3.299886e-05 -1.414349e+00
1.953125e-01 6.000000e+00 2.588905e-05 -1.401416e+00
2.929688e-01 9.375000e-02 8.130672e-07 -1.000951e+00
2.929688e-01 1.875000e-01 2.517908e-06 -9.955432e-01
2.929688e-01 2.812500e-01 2.553087e-06 -1.068602e+00
2.929688e-01 3.750000e-01 5.689277e-06 -1.108727e+00
2.929688e-01 4.687500e-01 8.906641e-06 -1.182087e+00
2.929688e-01 5.625000e-01 1.549312e-05 -1.228556e+00
2.929688e-01 6.562500e-01 1.986198e-05 -1.307602e+00
2.929688e-01 7.500000e-01 3.158738e-05 -1.365515e+00
2.929688e-01 8.437500e-01 3.902400e-05 -1.439951e+00
2.929688e-01 9.375000e-01 6.081242e-05 -1.492317e+00
2.929688e-01 1.031250e+00 7.373718e-05 -1.546572e+00
2.929688e-01 1.125000e+00 1.135712e-04 1.561994e+00
2.929688e-01 1.218750e+00 1.348016e-04 1.536489e+00
2.929688e-01 1.312500e+00 1.990399e-04 1.525789e+00
2.929688e-01 1.406250e+00 2.322467e-04 1.526675e+00
2.929688e-01 1.500000e+00 3.141475e-04 1.532263e+00
