x y z value
9.765625e-02 9.375000e-02 -1.270404e-08 -1.359064e+00
9.765625e-02 1.875000e-01 -1.817357e-07 -1.382885e+00
9.765625e-02 2.812500e-01 -6.030070e-07 1.554962e+00
9.765625e-02 3.750000e-01 -1.074575e-06 1.420159e+00
9.765625e-02 4.687500e-01 -2.184071e-06 1.201607e+00
9.765625e-02 5.625000e-01 -3.200410e-06 1.083285e+00
9.765625e-02 6.562500e-01 -6.121830e-06 9.758163e-01
9.765625e-02 7.500000e-01 -7.400901e-06 9.454854e-01
9.765625e-02 8.437500e-01 -1.337914e-05 9.470950e-01
9.765625e-02 9.375000e-01 -1.625672e-05 9.605836e-01
9.765625e-02 1.031250e+00 -2.281460e-05 9.978909e-01
9.765625e-02 1.125000e+00 -3.357487e-05 1.008600e+00
9.765625e-02 1.218750e+00 -4.032883e-05 1.005839e+00
9.765625e-02 1.312500e+00 -5.041595e-05 1.000695e+00
9.765625e-02 1.406250e+00 -6.094540e-05 9.919577e-01
9.765625e-02 1.500000e+00 -6.970421e-05 9.921241e-01
9.765625e-02 1.593750e+00 -8.341742e-05 9.970697e-01
9.765625e-02 1.687500e+00 -9.854658e-05 9.973911e-01
9.765625e-02 1.781250e+00 -1.123600e-04 9.960229e-01
9.765625e-02 1.875000e+00 -1.265834e-04 9.958118e-01
9.765625e-02 1.968750e+00 -1.425024e-04 9.961508e-01
9.765625e-02 2.062500e+00 -1.584832e-04 9.961382e-01
9.765625e-02 2.156250e+00 -1.747865e-04 9.961357e-01
9.765625e-02 2.250000e+00 -1.909107e-04 9.960946e-01
9.765625e-02 2.343750e+00 -2.072255e-04 9.961310e-01
9.765625e-02 2.437500e+00 -2.229939e-04 9.961049e-01
9.765625e-02 2.531250e+00 -2.384941e-04 9.961268e-01
9.765625e-02 2.625000e+00 -2.531187e-04 9.961086e-01
9.765625e-02 2.718750e+00 -2.670422e-04 9.961226e-01
9.765625e-02 2.812500e+00 -2.797826e-04 9.961127e-01
9.765625e-02 2.906250e+00 -2.913847e-04 9.961186e-01
