x y z value
9.765625e-02 9.375000e-02 8.817606e-07 -1.246406e+00
9.765625e-02 1.875000e-01 2.281282e-06 -1.279941e+00
9.765625e-02 2.812500e-01 3.577910e-06 -1.372992e+00
9.765625e-02 3.750000e-01 6.439430e-06 -1.429359e+00
9.765625e-02 4.687500e-01 8.675136e-06 -1.529006e+00
9.765625e-02 5.625000e-01 1.379995e-05 1.532718e+00
9.765625e-02 6.562500e-01 1.844915e-05 1.430460e+00
9.765625e-02 7.500000e-01 2.893902e-05 1.351037e+00
9.765625e-02 8.437500e-01 3.962348e-05 1.273941e+00
9.765625e-02 9.375000e-01 6.140607e-05 1.221722e+00
9.765625e-02 1.031250e+00 8.345725e-05 1.187389e+00
9.765625e-02 1.125000e+00 1.219762e-04 1.168782e+00
9.765625e-02 1.218750e+00 1.596165e-04 1.172087e+00
9.765625e-02 1.312500e+00 2.112984e-04 1.177440e+00
9.765625e-02 1.406250e+00 2.633483e-04 1.199919e+00
9.765625e-02 1.500000e+00 3.119450e-04 1.214731e+00
9.765625e-02 1.593750e+00 3.690980e-04 1.233134e+00
9.765625e-02 1.687500e+00 4.050321e-04 1.242403e+00
9.765625e-02 1.781250e+00 4.575241e-04 1.239831e+00
9.765625e-02 1.875000e+00 5.040537e-04 1.235501e+00
9.765625e-02 1.968750e+00 5.589887e-04 1.220748e+00
9.765625e-02 2.062500e+00 6.446571e-04 1.213527e+00
9.765625e-02 2.156250e+00 7.154036e-04 1.213602e+00
9.765625e-02 2.250000e+00 8.001144e-04 1.216083e+00
9.765625e-02 2.343750e+00 8.735701e-04 1.226236e+00
9.765625e-02 2.437500e+00 9.097828e-04 1.229781e+00
9.765625e-02 2.531250e+00 9.635152e-04 1.224748e+00
9.765625e-02 2.625000e+00 1.030645e-03 1.221752e+00
9.765625e-02 2.718750e+00 1.094051e-03 1.219997e+00
9.765625e-02 2.812500e+00 1.159153e-03 1.219861e+00
9.765625e-02 2.906250e+00 1.197896e-03 1.223513e+00
9.765625e-02 3.000000e+00 1.224398e-03 1.226140e+00
9.765625e-02 3.093750e+00 1.274430e-03 1.223818e+00
9.765625e-02 3.187500e+00 1.313913e-03 1.220067e+00
9.765625e-02 3.281250e+00 1.321386e-03 1.219785e+00
9.765625e-02 3.375000e+00 1.325554e-03 1.221401e+00
9.765625e-02 3.468750e+00 1.320247e-03 1.224410e+00
9.765625e-02 3.562500e+00 1.326385e-03 1.230000e+00
9.765625e-02 3.656250e+00 1.361313e-03 1.227341e+00
9.765625e-02 3.750000e+00 1.337795e-03 1.216821e+00
9.765625e-02 3.843750e+00 1.278952e-03 1.212737e+00
9.765625e-02 3.937500e+00 1.230855e-03 1.212226e+00
9.765625e-02 4.031250e+00 1.144570e-03 1.219091e+00
9.765625e-02 4.125000e+00 1.102037e-03 1.235023e+00
9.765625e-02 4.218750e+00 1.079454e-03 1.241570e+00
9.765625e-02 4.312500e+00 1.033825e-03 1.245086e+00
9.765625e-02 4.406250e+00 1.021545e-03 1.236360e+00
9.765625e-02 4.500000e+00 9.436183e-04 1.216890e+00
9.765625e-02 4.593750e+00 8.672934e-04 1.199186e+00
9.765625e-02 4.687500e+00 7.616582e-04 1.174473e+00
9.765625e-02 4.781250e+00 6.309107e-04 1.164720e+00
9.765625e-02 4.875000e+00 5.265369e-04 1.160125e+00
9.765625e-02 4.968750e+00 3.993908e-04 1.176851e+00
9.765625e-02 5.062500e+00 3.219328e-04 1.214632e+00
9.765625e-02 5.156250e+00 2.350501e-04 1.272797e+00
9.765625e-02 5.250000e+00 1.928084e-04 1.361596e+00
9.765625e-02 5.343750e+00 1.457337e-04 1.455431e+00
9.765625e-02 5.437500e+00 1.303022e-04 -1.570573e+00
9.765625e-02 5.531250e+00 1.052133e-04 -1.479223e+00
9.765625e-02 5.625000e+00 1.022449e-04 -1.379821e+00
9.765625e-02 5.718750e+00 8.267663e-05 -1.324732e+00
9.765625e-02 5.812500e+00 8.210992e-05 -1.257643e+00
9.765625e-02 5.906250e+00 6.099468e-05 -1.242077e+00
9.765625e-02 6.000000e+00 6.681818e-05 -1.193273e+00
1.953125e-01 9.375000e-02 -1.310010e-06 -1.090263e+00
1.953125e-01 1.875000e-01 -3.009400e-06 -1.119420e+00
1.953125e-01 2.812500e-01 -5.606482e-06 -1.187966e+00
1.953125e-01 3.750000e-01 -8.169888e-06 -1.219527e+00
1.953125e-01 4.687500e-01 -1.324551e-05 -1.303665e+00
1.953125e-01 5.625000e-01 -1.815716e-05 -1.372639e+00
1.953125e-01 6.562500e-01 -2.776749e-05 -1.464936e+00
1.953125e-01 7.500000e-01 -3.858487e-05 -1.540725e+00
1.953125e-01 8.437500e-01 -5.819688e-05 1.526905e+00
1.953125e-01 9.375000e-01 -8.129526e-05 1.472678e+00
1.953125e-01 1.031250e+00 -1.180785e-04 1.437406e+00
1.953125e-01 1.125000e+00 -1.598580e-04 1.415368e+00
1.953125e-01 1.218750e+00 -2.161324e-04 1.417090e+00
1.953125e-01 1.312500e+00 -2.773153e-04 1.420361e+00
1.953125e-01 1.406250e+00 -3.435859e-04 1.441987e+00
1.953125e-01 1.500000e+00 -4.156791e-04 1.456780e+00
1.953125e-01 1.593750e+00 -4.781517e-04 1.475272e+00
1.953125e-01 1.687500e+00 -5.498530e-04 1.485827e+00
1.953125e-01 1.781250e+00 -6.134375e-04 1.483857e+00
1.953125e-01 1.875000e+00 -6.862706e-04 1.480200e+00
1.953125e-01 1.968750e+00 -7.732040e-04 1.465567e+00
1.953125e-01 2.062500e+00 -8.594402e-04 1.457512e+00
1.953125e-01 2.156250e+00 -9.636970e-04 1.457280e+00
1.953125e-01 2.250000e+00 -1.059875e-03 1.459419e+00
1.953125e-01 2.343750e+00 -1.144181e-03 1.469602e+00
1.953125e-01 2.437500e+00 -1.232166e-03 1.473864e+00
1.953125e-01 2.531250e+00 -1.310715e-03 1.468936e+00
1.953125e-01 2.625000e+00 -1.388091e-03 1.465545e+00
1.953125e-01 2.718750e+00 -1.468651e-03 1.463752e+00
1.953125e-01 2.812500e+00 -1.538415e-03 1.463682e+00
1.953125e-01 2.906250e+00 -1.603699e-03 1.467258e+00
1.953125e-01 3.000000e+00 -1.664414e-03 1.469949e+00
1.953125e-01 3.093750e+00 -1.708496e-03 1.467873e+00
1.953125e-01 3.187500e+00 -1.742633e-03 1.464026e+00
1.953125e-01 3.281250e+00 -1.771465e-03 1.463212e+00
1.953125e-01 3.375000e+00 -1.786193e-03 1.464917e+00
1.953125e-01 3.468750e+00 -1.795723e-03 1.468755e+00
1.953125e-01 3.562500e+00 -1.800161e-03 1.474346e+00
1.953125e-01 3.656250e+00 -1.786030e-03 1.471018e+00
1.953125e-01 3.750000e+00 -1.765711e-03 1.460282e+00
1.953125e-01 3.843750e+00 -1.718676e-03 1.455908e+00
1.953125e-01 3.937500e+00 -1.643410e-03 1.455648e+00
1.953125e-01 4.031250e+00 -1.580089e-03 1.463607e+00
1.953125e-01 4.125000e+00 -1.508426e-03 1.479777e+00
1.953125e-01 4.218750e+00 -1.449591e-03 1.486400e+00
1.953125e-01 4.312500e+00 -1.402535e-03 1.489382e+00
1.953125e-01 4.406250e+00 -1.325556e-03 1.479255e+00
1.953125e-01 4.500000e+00 -1.250687e-03 1.459265e+00
1.953125e-01 4.593750e+00 -1.130447e-03 1.440673e+00
1.953125e-01 4.687500e+00 -9.971249e-04 1.416279e+00
1.953125e-01 4.781250e+00 -8.508527e-04 1.407705e+00
1.953125e-01 4.875000e+00 -6.934230e-04 1.404625e+00
1.953125e-01 4.968750e+00 -5.618070e-04 1.424826e+00
1.953125e-01 5.062500e+00 -4.315897e-04 1.464686e+00
1.953125e-01 5.156250e+00 -3.429854e-04 1.526451e+00
1.953125e-01 5.250000e+00 -2.612970e-04 -1.527371e+00
